factor,prototype,forward_window,label_edge,ordinary_mean,ordinary_p05,ordinary_p50,ordinary_p95,ordinary_positive_rate,monthly_mean,monthly_p05,monthly_p50,monthly_p95,monthly_positive_rate,symbol_mean,symbol_p05,symbol_p50,symbol_p95,symbol_positive_rate,bootstrap_status
range_atr,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.023047815617475043,-0.023373453589760437,-0.06931716123051046,-0.023183296242347773,0.022217933778489737,0.2044,-0.02363446313480265,-0.06660191933711208,-0.023830892978879137,0.019655535910452847,0.186,-0.026187184816750936,-0.07123464770523591,-0.023047815617475043,0.018115942028985477,0.1744,event_sample_fragile
atr_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.005503955968352292,-0.005663000595514535,-0.04863761807594156,-0.005303633361555649,0.03647045621910038,0.4178,-0.005938653549484836,-0.05060905576375442,-0.005754551906674177,0.03812740784141109,0.4094,-0.006468541671818619,-0.03267700041893595,-0.005503955968352292,0.018573113207547176,0.3366,event_sample_fragile
atr_pct_rank,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.01131750945992438,-0.01127805142440105,-0.05582918251821624,-0.010988249212227574,0.03287254425076872,0.3356,-0.012155924779353993,-0.061267234852952934,-0.011639255529657389,0.03614769422517658,0.3392,-0.012746060293444179,-0.03708354260840452,-0.01131750945992438,0.00965652120767635,0.1384,event_sample_fragile
volatility_ratio_short_long,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,0.09484859032370341,0.09490209053237578,0.04774713949508633,0.09473910224554305,0.1424860407739254,0.9998,0.09472860940386517,0.046636559667052886,0.09430354779598904,0.14208393637660005,0.9996,0.09305575990998881,0.054685895065532675,0.09484859032370341,0.12172284644194753,0.9972,robust_path_safety_candidate
atr_percentile_200,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,0.06494668042655649,0.06563074512102454,0.020747673038820243,0.0651948709439999,0.11300671110456745,0.9912,0.06417525413224306,0.01548012489116454,0.06474329368577825,0.11052462169236292,0.9872,0.062524498989233,0.016233766233766267,0.06494668042655649,0.0966950347204093,0.9822,robust_path_safety_candidate
prior_5m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.0933608531131751,-0.09352183972260913,-0.141601268661236,-0.09288800910090378,-0.04651132404181179,0.0006,-0.0939731545198908,-0.13619758068586774,-0.09347458601005104,-0.052638388617099484,0.0,-0.10493392451204554,-0.18100183922968738,-0.09977760186965201,-0.07344537815126051,0.0,event_sample_fragile
prior_15m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.08754729962160301,-0.08835926385858908,-0.1344524353693658,-0.08842918911821118,-0.04308744533474866,0.001,-0.08755836477665359,-0.12917973792646298,-0.08792388934520456,-0.04466195797315341,0.0006,-0.09766803897733124,-0.14019524617996604,-0.09361645299145305,-0.07259887005649723,0.0,event_sample_fragile
prior_30m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.07585139318885448,-0.07525340319740467,-0.12128289913232618,-0.07441298954456849,-0.03232399194797776,0.0022,-0.07653468712477682,-0.1168191961261612,-0.07599431213014551,-0.03755911285304224,0.0004,-0.08388291513691783,-0.13771089831281358,-0.08294930875576034,-0.062070145423438805,0.0,event_sample_fragile
prior_5m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.08747850017199865,-0.08820993568934075,-0.13798310357967924,-0.08800586984770453,-0.03999760765550242,0.001,-0.08812652567946296,-0.13149453096368247,-0.0878089692462673,-0.04644493655338334,0.0006,-0.09192298502546555,-0.13440860215053763,-0.08747850017199865,-0.06560559006211175,0.0,event_sample_fragile
prior_15m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.08751289989680089,-0.0873095912130452,-0.13565097506371118,-0.08802713774106735,-0.039958441663448474,0.0008,-0.08712459782264698,-0.13635711167924178,-0.08741350106864637,-0.03635506716262591,0.0038,-0.09735261284774265,-0.16635026103464645,-0.08751289989680089,-0.06532507739938076,0.0,event_sample_fragile
prior_30m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,-0.08159614723082209,-0.08170133631625168,-0.13306284112793718,-0.08124575921838728,-0.03175999480453874,0.0038,-0.0809529842516383,-0.1253117422858472,-0.08219900282761555,-0.032902071177459045,0.005,-0.08682293695893523,-0.12871794871794873,-0.08349561245341985,-0.05909163601471301,0.0,event_sample_fragile
prior_5m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,0.04729962160302714,0.04714694160607977,0.0037617824470463916,0.04699957929217391,0.09161783165530753,0.9628,0.04685599515855655,0.00449896745465242,0.04662935104111576,0.0901253131825775,0.9638,0.04588440422537708,0.016012274765913936,0.04729962160302714,0.07578357355296272,1.0,robust_path_safety_candidate
prior_15m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,0.04145166838665293,0.0415214299569061,-0.0030542989249926138,0.04117476720965396,0.08706383395439855,0.9378,0.04166928454033371,-0.002149832011788921,0.042478240605252626,0.08071669326788601,0.9432,0.040783793864914784,0.00709617180205413,0.04145166838665293,0.07481589639410868,0.9552,robust_path_safety_candidate
breakout_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,0.029790161678706517,0.029828303627211308,-0.017530175994466306,0.029529631345172058,0.07902339660589837,0.8392,0.029860009793617814,-0.018138672136169313,0.030258100377742292,0.07802744760458667,0.8386,0.03150846464891415,0.01144083613288538,0.03056486216422738,0.053502144169899846,1.0,robust_path_safety_candidate
momentum_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,30m,0.012108703130374932,0.012258791787266793,-0.03161304895048953,0.012134736182244643,0.05525924987604277,0.6786,0.012571005481300763,-0.029870382328945823,0.011841434909081516,0.055919514766999,0.681,0.013001454997721627,-0.006174643770551769,0.013188883655204875,0.02671826054910642,0.898,event_sample_fragile
range_atr,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.0054007567939456935,-0.004847182460679962,-0.05403311703359957,-0.0048734915450587835,0.044029769150545996,0.4332,-0.006135063952360267,-0.05821604008570105,-0.006746514508659263,0.04659016817916655,0.4202,-0.0076168767763598,-0.06062587298285249,-0.0054007567939456935,0.050264550264550234,0.3774,event_sample_fragile
atr_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.023047815617475043,-0.022447644472020915,-0.06695909186022175,-0.02215700645138241,0.021673085646305663,0.2048,-0.023476201904599613,-0.07161834119245339,-0.02381439881439884,0.02465259553878955,0.2098,-0.030841558997593665,-0.06559220389805098,-0.025423972819671237,-0.006830255502150218,0.0,event_sample_fragile
atr_pct_rank,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.023013415892672917,-0.02241897944773089,-0.06960137975605722,-0.02256954473168643,0.024624879888929162,0.2154,-0.024409260892586496,-0.08032138871838543,-0.023761984315792628,0.029127267383271708,0.236,-0.02486615093455019,-0.05708412397216944,-0.023013415892672917,0.008359456635318785,0.1236,event_sample_fragile
volatility_ratio_short_long,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,0.08896623738252696,0.08912712878489192,0.04204545454545461,0.0890316364747678,0.1368761034688615,0.998,0.08847280021114214,0.04053064739486882,0.08836526252633642,0.1361340095964325,0.9988,0.0872272624794491,0.04870748299319727,0.08896623738252696,0.11980181668042933,0.9974,robust_path_safety_candidate
atr_percentile_200,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,0.053250773993807954,0.05278524750668171,0.0038926933049663825,0.052709273297508574,0.10148824290962105,0.9634,0.05294495936172326,0.005459680345794893,0.05320243255482959,0.09920643719424205,0.9668,0.05149531933997369,0.003176493944808456,0.053250773993807954,0.08663594470046077,0.9632,robust_path_safety_candidate
prior_5m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.09920880632954943,-0.09917885620317149,-0.14907782076609907,-0.09862684005298605,-0.051838906461548,0.0002,-0.09932078409710819,-0.14441972641698006,-0.09894008310871522,-0.05465034965034965,0.0,-0.11087911813865321,-0.18100183922968738,-0.10606060606060608,-0.0776470588235294,0.0,event_sample_fragile
prior_15m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.09924320605435155,-0.09892765284639331,-0.1459412271145365,-0.0989151901015094,-0.0533224288171949,0.0,-0.09888271918433993,-0.14305551510803424,-0.09929639345242913,-0.05290016103059578,0.0,-0.10882614648920608,-0.15081967213114744,-0.10680272108843547,-0.08531073446327686,0.0,event_sample_fragile
prior_30m_range_pct,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.0816993464052288,-0.08212002953570115,-0.12827485434819813,-0.08190225100796278,-0.03772533675805294,0.001,-0.08196643458809744,-0.12466524199736537,-0.08186240920477533,-0.038632560744008886,0.001,-0.09058546786522706,-0.13771089831281358,-0.08996467172688793,-0.06650330134095706,0.0,event_sample_fragile
prior_5m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.09917440660474719,-0.09943332821428069,-0.15092881129953678,-0.0994823700706054,-0.049528008755949836,0.0014,-0.09874439655625918,-0.14527285641470417,-0.09881720805633853,-0.051386994975053966,0.0004,-0.1031543693323797,-0.13361344537815134,-0.09999999999999998,-0.08157033273073733,0.0,event_sample_fragile
prior_15m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.09920880632954943,-0.09823756446322675,-0.1474415634169639,-0.09790538437597263,-0.05050007858085193,0.0,-0.09834601124863816,-0.1525715968326304,-0.09865254325882639,-0.04265016305679839,0.0026,-0.10792792787033909,-0.16635026103464645,-0.09920880632954943,-0.0778985507246377,0.0,event_sample_fragile
prior_30m_return,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,-0.08159614723082209,-0.08124035858535884,-0.1319063399747606,-0.08092206673857755,-0.032649821861796484,0.0036,-0.08157728637296598,-0.1253874701120617,-0.08220157969143771,-0.03458460989530431,0.003,-0.08634555967923792,-0.12871794871794873,-0.08192735577985699,-0.05532212885154053,0.0,event_sample_fragile
prior_5m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,0.05318197454420359,0.053525017249706465,0.00890263570210564,0.05378168532417077,0.09758449643593042,0.9762,0.053044646073470085,0.010163716640400555,0.05326448230691272,0.0945054945054945,0.9778,0.05124960764764692,0.01793920113114178,0.05318197454420359,0.07794117647058818,1.0,robust_path_safety_candidate
prior_15m_lower_wick_ratio,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,0.035603715170278605,0.03469717940553014,-0.011472724298904268,0.03479720569706052,0.08023629222476968,0.8886,0.035950818379053714,-0.008389635825112662,0.036913257629605956,0.0777208315224741,0.913,0.03611661148986061,-0.004443053817271614,0.035603715170278605,0.07481589639410868,0.9358,robust_path_safety_candidate
breakout_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,0.04743722050223598,0.0469492222705816,-0.004115452231002342,0.0470476170866736,0.09716390504216105,0.9366,0.04772077821509531,-0.002810057961544459,0.04759097035040433,0.09848047748765312,0.939,0.04960395036844679,0.028608825729244503,0.04743722050223598,0.0719855253521734,1.0,robust_path_safety_candidate
momentum_score_quantile,P6_MOMENTUM_OR_BREAKOUT_TOP20,60m,0.00041279669762639415,0.0008242051907291699,-0.043726718416159424,0.0005920740794108648,0.04651560406236994,0.5086,0.0005898473779344011,-0.049414047886270025,0.000660751813554683,0.04962681472242229,0.5078,0.0006885790229741207,-0.01957230880753902,0.00041279669762639415,0.021175526042886306,0.5242,event_sample_fragile
